DATAFLOW,freq,unit,sex,indic_he,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TPS00208(1.0),A,YR,M,LE_0,DE,2011,77.9,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,DE,2012,78.1,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,DE,2013,78.1,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,DE,2014,78.7,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,DE,2015,78.3,b
ESTAT:TPS00208(1.0),A,YR,M,LE_0,DE,2016,78.6,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,DE,2017,78.7,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,DE,2018,78.6,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,DK,2010,77.2,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,DK,2011,77.8,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,DK,2012,78.1,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,DK,2013,78.3,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,DK,2014,78.7,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,DK,2015,78.8,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,DK,2016,79.0,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,DK,2017,79.2,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,DK,2018,79.1,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,EE,2010,70.9,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,EE,2011,71.4,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,EE,2012,71.4,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,EE,2013,72.8,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,EE,2014,72.4,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,EE,2015,73.2,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,EE,2016,73.3,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,EE,2017,73.8,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,EE,2018,74.0,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,EL,2010,78.0,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,EL,2011,78.0,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,EL,2012,78.0,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,EL,2013,78.7,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,EL,2014,78.8,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,EL,2015,78.5,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,EL,2016,78.9,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,EL,2017,78.8,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,EL,2018,79.3,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,ES,2010,79.2,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,ES,2011,79.5,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,ES,2012,79.5,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,ES,2013,80.2,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,ES,2014,80.4,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,ES,2015,80.1,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,ES,2016,80.5,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,ES,2017,80.6,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,ES,2018,80.7,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,EU27_2020,2010,76.7,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,EU27_2020,2011,77.0,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,EU27_2020,2012,77.1,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,EU27_2020,2013,77.5,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,EU27_2020,2014,77.9,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,EU27_2020,2015,77.7,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,EU27_2020,2016,78.0,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,EU27_2020,2017,78.1,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,EU27_2020,2018,78.2,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,EU28,2010,76.9,e
ESTAT:TPS00208(1.0),A,YR,M,LE_0,EU28,2011,77.3,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,EU28,2012,77.4,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,EU28,2013,77.7,e
ESTAT:TPS00208(1.0),A,YR,M,LE_0,EU28,2014,78.1,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,EU28,2015,77.9,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,EU28,2016,78.2,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,EU28,2017,78.3,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,EU28,2018,78.3,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,FI,2010,76.9,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,FI,2011,77.3,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,FI,2012,77.7,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,FI,2014,78.4,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,FI,2015,78.7,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,FI,2016,78.6,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,FI,2017,78.9,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,FI,2018,79.1,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,FR,2010,78.2,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,FR,2011,78.7,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,FR,2012,78.7,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,FR,2013,79.0,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,FR,2014,79.5,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,FR,2015,79.2,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,FR,2016,79.5,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,FR,2017,79.6,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,FR,2018,79.7,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,HR,2010,73.4,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,HR,2011,73.8,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,HR,2012,73.9,b
ESTAT:TPS00208(1.0),A,YR,M,LE_0,HR,2013,74.5,b
ESTAT:TPS00208(1.0),A,YR,M,LE_0,HR,2014,74.7,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,HR,2015,74.4,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,HR,2016,75.0,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,HR,2017,74.9,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,HR,2018,74.9,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,HU,2010,70.7,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,HU,2011,71.2,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,HU,2012,71.6,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,HU,2013,72.2,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,HU,2014,72.3,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,HU,2015,72.3,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,HU,2016,72.6,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,HU,2017,72.5,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,HU,2018,72.7,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,IE,2010,78.5,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,IE,2011,78.6,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,IE,2012,78.7,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,IE,2013,78.9,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,IE,2014,79.3,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,IE,2015,79.6,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,IE,2016,79.9,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,IE,2017,80.4,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,IE,2018,80.5,p
ESTAT:TPS00208(1.0),A,YR,M,LE_0,IS,2010,79.8,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,IS,2011,80.7,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,IS,2012,81.6,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,IS,2013,80.5,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,IS,2014,81.3,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,IS,2015,81.2,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,IS,2016,80.4,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,IS,2017,81.1,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,IS,2018,81.3,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,IT,2011,79.7,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,IT,2012,79.8,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,IT,2013,80.3,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,IT,2014,80.7,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,IT,2015,80.3,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,IT,2016,81.0,b
ESTAT:TPS00208(1.0),A,YR,M,LE_0,IT,2017,80.8,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,IT,2018,81.2,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,LT,2010,67.6,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,LT,2011,68.1,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,LT,2012,68.4,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,LT,2013,68.5,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,LT,2014,69.2,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,LT,2015,69.2,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,LT,2016,69.5,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,LT,2017,70.7,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,LT,2018,70.9,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,LU,2010,77.9,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,LU,2011,78.5,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,LU,2012,79.1,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,LU,2013,79.8,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,LU,2014,79.4,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,LU,2015,80.0,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,LU,2016,80.1,b
ESTAT:TPS00208(1.0),A,YR,M,LE_0,LU,2017,79.9,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,LU,2018,80.1,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,LV,2010,67.9,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,LV,2011,68.6,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,LV,2012,68.9,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,LV,2013,69.3,b
ESTAT:TPS00208(1.0),A,YR,M,LE_0,LV,2014,69.1,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,LV,2015,69.7,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,LV,2016,69.8,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,LV,2017,69.8,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,LV,2018,70.1,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,MT,2010,79.3,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,MT,2011,78.6,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,MT,2012,78.6,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,MT,2013,79.6,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,MT,2014,79.9,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,MT,2015,79.8,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,MT,2016,80.6,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,MT,2017,80.2,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,MT,2018,80.4,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,NL,2010,78.9,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,NL,2011,79.4,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,NL,2012,79.3,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,NL,2013,79.5,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,NL,2014,80.0,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,NL,2015,79.9,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,NL,2016,80.0,b
ESTAT:TPS00208(1.0),A,YR,M,LE_0,NL,2017,80.2,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,NL,2018,80.3,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,NO,2010,79.0,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,NO,2012,79.5,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,NO,2013,79.8,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,NO,2014,80.1,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,NO,2015,80.5,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,NO,2016,80.7,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,NO,2017,81.0,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,NO,2018,81.1,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,PL,2010,72.2,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,PL,2011,72.5,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,PL,2012,72.6,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,PL,2013,73.0,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,PL,2014,73.7,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,PL,2015,73.5,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,PL,2016,73.9,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,PL,2017,73.9,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,PL,2018,73.7,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,PT,2010,76.8,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,PT,2011,77.3,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,PT,2012,77.3,b
ESTAT:TPS00208(1.0),A,YR,M,LE_0,PT,2013,77.6,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,PT,2014,78.0,b
ESTAT:TPS00208(1.0),A,YR,M,LE_0,PT,2015,78.1,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,PT,2016,78.1,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,PT,2017,78.4,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,PT,2018,78.3,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,RO,2010,70.0,b
ESTAT:TPS00208(1.0),A,YR,M,LE_0,RO,2011,70.8,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,RO,2012,70.9,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,RO,2013,71.6,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,RO,2014,71.3,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,RO,2015,71.4,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,RO,2016,71.7,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,RO,2017,71.7,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,RO,2018,71.7,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,SE,2010,79.6,b
ESTAT:TPS00208(1.0),A,YR,M,LE_0,SE,2011,79.9,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,SE,2013,80.2,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,SE,2014,80.4,b
ESTAT:TPS00208(1.0),A,YR,M,LE_0,SE,2015,80.4,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,SE,2016,80.6,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,SE,2017,80.8,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,SE,2018,80.9,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,SI,2010,76.4,b
ESTAT:TPS00208(1.0),A,YR,M,LE_0,SI,2011,76.8,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,SI,2012,77.1,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,SI,2013,77.2,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,SI,2014,78.2,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,SI,2015,77.8,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,SI,2016,78.2,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,SI,2017,78.2,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,SI,2018,78.5,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,SK,2010,71.8,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,SK,2011,72.3,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,SK,2012,72.5,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,SK,2013,72.9,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,SK,2014,73.3,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,SK,2015,73.1,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,SK,2016,73.8,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,SK,2017,73.8,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,SK,2018,73.9,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,UK,2010,78.6,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,UK,2011,79.0,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,UK,2012,79.1,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,UK,2013,79.2,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,UK,2014,79.5,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,UK,2015,79.2,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,UK,2016,79.4,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,UK,2017,79.5,
ESTAT:TPS00208(1.0),A,YR,M,LE_0,UK,2018,79.5,p
